city,category,created_at,price,price_per_sqm,total_size,furnished,registration_possible,washing_machine,tv,balcony,garden,terrace
Medgidia,Apartment,2017-01-29 10:35:54,943.82,,,False,,True,False,,,no
Medgidia,Apartment,2013-06-19 05:05:37,984.47,7.03,140,True,,True,True,,no,no
Targu Frumos,Luxury Apartment,2013-01-29 21:02:13,4699.29,261.07,18,True,True,False,,,,
Barlad,Apartment,2015-12-27 04:17:33,501.91,6.35,79,True,True,False,False,no,no,
Prejmer,Apartment,2016-09-22 17:40:31,594.37,,,False,True,True,,yes,no,yes
Medgidia,Luxury Apartment,2015-07-13 18:27:47,4660.17,,,False,True,False,,yes,,
Iernut,Apartment,2013-10-09 14:59:55,870.58,,,,True,,True,,yes,
Toplita,Luxury Apartment,2016-10-30 02:50:47,3335.86,43.32,77,True,True,,False,,yes,yes
Titu,Apartment,2014-04-13 22:27:09,639.86,,,False,False,False,False,,,no
Medgidia,Studio,2014-05-14 06:47:48,412.39,,,True,False,,True,,no,
Sovata,Apartment,2016-03-09 11:44:20,909.46,41.34,22,False,,False,False,,no,
Lupeni,Other,2014-11-11 02:39:53,198.92,1.7,117,,False,,,,yes,
Boldesti-Scaeni,Shared Room,2014-03-25 14:52:49,268.0,,,True,True,True,,,,no
Titu,Luxury Apartment,2015-05-17 04:55:23,3292.56,,,False,False,,True,,,
Afumati,Studio,2013-09-09 13:51:40,428.3,,,False,,False,,,yes,
Barlad,Studio,2015-04-16 23:23:46,423.72,,,True,,False,False,yes,,yes
Afumati,Apartment,2014-07-22 16:49:23,651.7,,,True,False,,True,,yes,yes
Calafat,Apartment,2015-03-19 06:33:20,746.45,,,True,True,True,False,,yes,no
Modelu,Luxury Apartment,2016-10-28 13:25:21,4487.7,,,True,,False,True,,,
Focsani,Shared Room,2016-07-07 11:08:06,287.22,,,False,True,,,,no,no
Medgidia,Studio,2014-04-19 22:17:30,460.68,,,True,False,,False,,,no
Prejmer,Luxury Apartment,2014-08-11 09:43:44,4440.74,,,False,,,,no,,
Boldesti-Scaeni,Shared Room,2017-03-08 14:21:54,219.56,,,,True,True,,,no,no
Mogosoaia,Apartment,2015-01-21 07:16:09,685.92,7.14,96,True,,,,,no,
Dabuleni,Apartment,2015-05-10 04:18:54,775.77,6.8,114,True,,,True,no,,
Comanesti,Luxury Apartment,2013-05-25 04:41:59,1854.14,17.33,107,True,True,True,True,no,no,
Medgidia,Apartment,2013-07-01 04:13:15,723.7,,,True,False,False,False,,yes,no
Dabuleni,Luxury Apartment,2014-03-13 00:27:13,2097.15,,,True,False,True,True,yes,no,
Calarasi,Apartment,2013-10-09 12:04:29,625.39,,,,True,,False,,yes,
Prejmer,Luxury Apartment,2016-11-30 15:35:06,4379.34,49.77,88,,,,False,yes,no,
Medgidia,Apartment,2015-09-12 17:05:42,656.75,9.52,69,False,,False,,,,
Modelu,Apartment,2014-09-20 18:10:16,922.33,10.98,84,False,False,True,False,,no,
Strehaia,Luxury Apartment,2017-01-09 14:33:08,3183.78,34.23,93,False,False,False,False,,,
Strehaia,Luxury Apartment,2014-11-21 23:02:56,1666.36,27.32,61,False,,True,True,,yes,
Comanesti,Other,2014-05-02 21:07:50,157.38,5.43,29,,,,,yes,no,no
Fetesti-Gara,Luxury Apartment,2015-01-29 03:55:14,3675.79,459.47,8,,False,False,False,no,,
Modelu,Luxury Apartment,2013-03-01 15:04:31,2896.73,,,False,False,True,,,no,
Rosiori de Vede,Apartment,2017-06-07 15:36:25,617.29,7.72,80,True,False,,True,,,no
Strehaia,Apartment,2013-01-24 11:53:45,924.25,,,False,True,True,False,yes,no,no
Afumati,Other,2016-09-01 18:59:01,128.0,1.12,114,False,,True,,yes,,
Targu Frumos,Apartment,2017-01-06 16:55:15,941.8,5.09,185,False,,,,,,
Brad,Luxury Apartment,2015-06-21 02:09:26,2939.76,27.22,108,True,,,False,no,yes,yes
Dabuleni,Luxury Apartment,2016-06-27 18:27:59,1944.69,,,True,,False,,,yes,
Dabuleni,Luxury Apartment,2016-09-30 14:43:18,2858.86,,,,,True,False,,no,no
Focsani,Private Room,2017-02-11 11:21:02,386.6,,,,True,False,False,,yes,
Toplita,Other,2017-10-26 08:54:01,176.78,0.71,249,,True,,,,,yes
Calafat,Luxury Apartment,2017-01-19 04:05:36,2843.15,63.18,45,True,,False,False,,yes,
Boldesti-Scaeni,Studio,2016-09-18 07:41:06,456.5,,,,,False,True,yes,yes,
Calan,Luxury Apartment,2015-12-07 09:48:54,2617.87,27.56,95,,False,,True,no,no,
Modelu,Other,2015-01-19 15:35:46,101.95,1.36,75,False,False,False,True,,,
Titu,Luxury Apartment,2017-11-26 23:53:45,4369.48,,,False,True,True,False,no,no,
Comanesti,Shared Room,2015-01-13 18:17:46,204.47,,,False,,True,,no,,
Toplita,Luxury Apartment,2016-01-18 10:23:50,2960.83,53.83,55,False,False,True,True,,,
Strehaia,Private Room,2017-01-03 10:03:12,390.28,,,True,,,,,,
Calarasi,Apartment,2017-01-20 17:14:47,794.49,13.24,60,False,True,,False,,yes,
Dabuleni,Luxury Apartment,2015-04-15 06:16:33,3564.33,30.73,116,,,,,yes,,
Pancota,Apartment,2017-12-10 07:41:50,653.13,,,False,True,False,True,yes,yes,yes
Modelu,Luxury Apartment,2015-09-12 21:14:28,4122.31,54.24,76,False,False,True,False,no,,
Campia Turzii,Apartment,2017-05-21 20:36:04,722.95,7.86,92,True,,False,,,,
Strehaia,Luxury Apartment,2014-01-16 02:22:16,1477.38,70.35,21,False,False,False,False,,,yes
Pancota,Apartment,2017-11-03 17:29:32,597.37,14.57,41,,False,,True,,,no
Comanesti,Luxury Apartment,2015-10-24 16:47:20,2472.81,27.48,90,False,,,,yes,yes,
Sovata,Apartment,2016-10-18 23:37:51,524.74,,,,,False,,no,,
Focsani,Apartment,2015-12-05 11:15:48,817.53,11.51,71,,False,True,True,,no,yes
Strehaia,Luxury Apartment,2014-01-12 16:37:56,2977.63,,,,,,False,,,
Medgidia,Luxury Apartment,2013-09-01 11:10:13,2619.32,22.39,117,False,False,,,,,
Afumati,Luxury Apartment,2014-03-05 02:43:15,4085.27,,,,False,True,True,yes,,
Boldesti-Scaeni,Luxury Apartment,2016-02-10 16:14:01,2160.8,,,False,,False,True,,yes,
Afumati,Other,2013-11-17 05:08:52,125.78,,,False,,True,False,,,
Oradea,Apartment,2017-04-11 23:38:51,921.75,9.7,95,False,,False,,no,no,no
Barlad,Apartment,2017-07-03 07:02:47,700.53,8.65,81,True,,False,,,,yes
Toplita,Luxury Apartment,2016-03-08 03:17:37,1716.87,,,,True,False,,,,
Afumati,Shared Room,2014-01-09 05:48:04,290.18,,,False,True,True,False,,,
Dabuleni,Shared Room,2013-04-18 18:13:03,238.66,,,True,,False,,,no,no
Medgidia,Luxury Apartment,2013-11-12 23:42:21,3668.53,33.05,111,,,True,True,,,
Medgidia,Apartment,2016-04-05 01:52:26,866.83,,,False,False,,True,yes,yes,
Brad,Luxury Apartment,2016-04-22 02:59:33,2520.67,70.02,36,,,True,,no,yes,
Lupeni,Other,2013-06-02 10:33:13,159.86,0.16,991,True,False,True,False,,no,no
Lupeni,Apartment,2016-07-11 10:18:43,678.77,28.28,24,,,False,,,no,
Oradea,Other,2017-10-18 19:19:27,161.0,6.19,26,,False,True,False,no,,
Titu,Luxury Apartment,2013-08-19 03:19:38,2007.76,,,True,False,,True,,no,
Brad,Apartment,2014-12-31 09:07:15,740.57,9.03,82,True,False,False,True,,yes,
Afumati,Luxury Apartment,2015-04-15 23:49:28,4978.37,124.46,40,True,True,True,,,,
Afumati,Apartment,2013-05-01 04:03:53,619.26,6.96,89,True,False,,,,yes,
Afumati,Apartment,2016-11-07 14:47:12,690.48,8.42,82,False,,False,,,yes,
Oradea,Apartment,2016-12-03 11:44:10,589.11,8.79,67,,False,False,,,,
Titu,Apartment,2017-04-15 05:17:45,874.22,12.49,70,False,,False,False,no,,yes
Brad,Other,2015-12-16 15:28:13,187.77,2.29,82,,True,False,,,yes,yes
Mogosoaia,Apartment,2015-12-21 20:13:43,535.96,,,True,True,False,False,,yes,yes
Strehaia,Luxury Apartment,2015-09-09 17:57:03,2801.19,28.58,98,False,,,False,,no,
Rasnov,Apartment,2016-07-09 04:56:04,794.51,11.03,72,True,,,True,,no,
Harlau,Apartment,2015-07-07 12:53:46,619.54,5.68,109,,True,,True,,,
Afumati,Luxury Apartment,2014-05-22 08:37:50,4735.96,,,,True,False,True,,,
Mogosoaia,Apartment,2013-02-08 20:36:35,611.37,,,False,True,True,True,,no,
Sovata,Other,2013-02-17 11:24:12,157.29,0.82,192,False,,,,,yes,
Rosiori de Vede,Luxury Apartment,2017-11-10 10:58:11,2883.78,25.98,111,,True,True,True,no,,no
Medgidia,Studio,2014-11-01 07:19:33,410.44,,,False,False,True,True,,no,
Strehaia,Apartment,2017-10-22 03:34:53,668.11,6.96,96,True,,,True,yes,yes,
Mogosoaia,Luxury Apartment,2017-11-01 12:40:50,1821.38,,,True,,False,False,no,,
Focsani,Luxury Apartment,2016-06-30 13:59:56,3785.51,151.42,25,,,,,,yes,
Fetesti-Gara,Luxury Apartment,2013-11-17 15:20:13,1460.6,,,,,False,,yes,,
Fetesti-Gara,Apartment,2014-11-01 20:13:34,537.26,,,True,,True,True,,no,
Focsani,Luxury Apartment,2014-12-28 20:17:15,4670.58,44.48,105,False,True,False,,no,,
Calarasi,Other,2016-02-17 19:03:39,111.42,0.72,154,,,False,False,no,no,
Lupeni,Apartment,2014-10-09 15:16:06,859.96,7.35,117,True,,,,,yes,
Calafat,Luxury Apartment,2016-11-24 21:24:16,1029.53,,,,,,,no,,
Campia Turzii,Luxury Apartment,2017-09-03 11:29:53,4439.9,,,False,,,True,,,
Lupeni,Luxury Apartment,2017-11-15 22:08:20,3903.59,,,True,,,True,yes,,
Calarasi,Apartment,2013-12-28 07:17:58,623.76,8.1,77,False,,False,False,no,,no
Strehaia,Luxury Apartment,2017-01-12 17:16:44,4544.12,113.6,40,True,True,True,,,yes,no
Strehaia,Other,2014-10-03 20:01:36,145.44,1.23,118,True,True,,True,,yes,
Modelu,Luxury Apartment,2017-03-04 22:31:00,1270.78,11.25,113,False,True,True,False,,,
Barlad,Luxury Apartment,2017-03-15 21:02:41,4898.67,41.51,118,True,,,,,,
Sovata,Luxury Apartment,2013-11-04 06:36:36,2263.47,,,False,False,True,False,,yes,
Titu,Other,2014-04-14 11:43:49,122.77,,,,,True,,yes,no,
Calan,Other,2014-02-05 11:14:22,107.96,1.01,107,,True,,False,,yes,yes
Afumati,Luxury Apartment,2017-02-01 18:47:08,3907.1,1302.37,3,False,,False,,,yes,
Calarasi,Luxury Apartment,2017-07-12 13:13:27,3014.7,75.37,40,,True,,,no,,
Pancota,Apartment,2017-06-22 13:17:37,842.34,11.54,73,,True,,False,yes,,no
Harlau,Luxury Apartment,2015-10-24 03:07:32,1231.55,10.71,115,False,,False,True,,yes,
Medgidia,Private Room,2013-04-21 13:12:43,316.27,,,,,False,True,,yes,yes
Rasnov,Apartment,2014-08-18 23:24:18,971.72,,,True,False,True,,yes,no,
Rasnov,Luxury Apartment,2016-01-02 12:55:44,2580.6,,,,,False,,,yes,
Oradea,Apartment,2015-05-04 19:33:20,660.46,6.74,98,True,False,True,False,yes,yes,
Modelu,Studio,2013-01-22 20:37:57,449.67,,,,True,True,False,,no,yes
Fetesti-Gara,Luxury Apartment,2015-09-20 22:12:50,1178.11,,,True,,False,,no,yes,yes
Medgidia,Shared Room,2014-06-06 07:47:46,233.91,,,True,,,True,no,,
Mogosoaia,Studio,2017-09-27 07:22:55,402.39,,,,,False,False,,,
Pancota,Shared Room,2016-08-17 15:01:54,207.73,,,False,,,,yes,no,
Medgidia,Luxury Apartment,2016-10-30 21:09:51,4520.82,41.48,109,True,,True,True,yes,yes,
Medgidia,Shared Room,2017-06-30 09:29:12,243.51,,,,True,False,False,,,
Fetesti-Gara,Shared Room,2014-06-09 10:32:55,262.71,,,False,True,False,,,yes,
Afumati,Luxury Apartment,2014-07-17 09:03:53,4956.6,,,True,,True,False,no,yes,
Afumati,Luxury Apartment,2016-06-23 02:07:45,4434.3,46.19,96,False,,,,yes,yes,yes
Brad,Apartment,2014-07-23 13:38:10,908.48,8.18,111,True,True,True,True,no,,
Comanesti,Shared Room,2016-11-26 08:54:57,242.56,,,True,True,,True,,,
Harlau,Apartment,2013-10-06 03:00:05,888.75,,,,True,True,False,yes,,
Barlad,Luxury Apartment,2013-09-10 23:28:58,1801.55,19.37,93,,,,False,,,
Targu Frumos,Luxury Apartment,2016-02-13 15:40:17,3369.41,26.12,129,False,,,,yes,yes,
Toplita,Luxury Apartment,2013-10-26 01:48:13,3774.84,62.91,60,False,,False,True,,no,
Iernut,Luxury Apartment,2014-08-28 18:00:39,2693.5,20.25,133,,False,False,False,yes,no,
Calarasi,Apartment,2013-11-13 07:13:01,500.23,71.46,7,False,True,True,,,no,
Iernut,Luxury Apartment,2015-02-28 08:29:50,1268.45,,,False,,True,,no,no,no
Fetesti-Gara,Studio,2015-01-08 13:09:48,437.31,,,,True,True,,,,
Lupeni,Apartment,2014-12-08 08:17:02,585.41,7.6,77,True,False,True,,no,no,
Focsani,Apartment,2016-01-01 14:50:54,670.25,7.98,84,,,True,,,yes,
Toplita,Apartment,2013-06-26 22:16:08,795.47,46.79,17,,,False,,,,yes
Boldesti-Scaeni,Apartment,2014-12-20 09:51:40,674.81,9.78,69,False,,,True,,,no
Rasnov,Apartment,2015-03-29 07:45:59,916.4,9.75,94,True,True,,,,yes,yes
Pancota,Apartment,2015-12-14 13:19:39,759.29,,,True,,True,False,yes,,
Pancota,Apartment,2016-03-13 21:35:01,953.1,,,False,,False,,,,yes
Harlau,Studio,2016-09-19 23:42:47,495.86,,,False,,True,,yes,no,
Medgidia,Studio,2017-10-26 10:10:11,465.19,,,True,True,True,,,,no
Medgidia,Apartment,2016-01-31 16:04:46,966.12,,,,,True,False,,,
Modelu,Luxury Apartment,2013-11-10 02:36:45,2705.97,193.28,14,True,True,,False,no,,
Toplita,Private Room,2014-06-05 00:14:00,399.77,,,False,,,True,,,
Modelu,Apartment,2013-03-07 13:52:24,657.21,,,True,,True,True,,yes,yes
Targu Frumos,Luxury Apartment,2016-07-19 12:23:09,3790.33,,,False,,True,False,,,
Afumati,Luxury Apartment,2014-01-29 09:13:21,4683.52,,,True,False,,False,,no,
Afumati,Apartment,2014-09-06 07:46:39,804.78,11.18,72,,,True,False,,no,
Afumati,Other,2013-08-20 01:48:12,182.62,,,,False,,False,,no,
Calafat,Luxury Apartment,2015-05-06 22:12:04,4379.34,,,True,False,True,,,no,
Afumati,Luxury Apartment,2016-01-19 11:41:20,4883.35,92.14,53,False,False,,True,,,yes
Campia Turzii,Apartment,2015-01-17 18:48:30,855.1,,,True,False,,True,yes,,yes
Oradea,Other,2014-11-26 08:01:43,189.97,1.6,119,,,True,False,no,no,
Focsani,Luxury Apartment,2013-01-19 10:12:24,3246.32,,,False,False,False,True,yes,,
Focsani,Apartment,2014-12-03 00:56:15,611.31,,,,,,True,,yes,
Calarasi,Studio,2016-02-13 10:16:41,455.49,15.18,30,,,,False,,no,no
Strehaia,Luxury Apartment,2017-02-26 02:00:31,4988.42,,,,,,,,no,
Barlad,Private Room,2015-08-03 01:33:52,322.79,,,,,False,,,,
Brad,Private Room,2017-05-07 19:44:55,399.59,,,,,True,True,,yes,
Harlau,Shared Room,2017-09-08 04:06:45,225.26,,,True,True,True,False,,,yes
Strehaia,Luxury Apartment,2014-05-09 08:05:27,2095.4,51.11,41,,False,,False,yes,no,
Targu Frumos,Luxury Apartment,2017-04-07 09:30:36,4101.48,,,False,,,False,yes,no,
Comanesti,Luxury Apartment,2013-02-27 12:41:33,2790.57,,,,,True,,yes,,no
Toplita,Luxury Apartment,2014-06-01 17:08:03,3131.5,,,False,False,,False,,,
Titu,Apartment,2015-01-08 22:12:44,852.13,7.35,116,,False,,True,yes,,
Iernut,Apartment,2013-05-11 20:43:37,748.89,,,True,,True,,,,
Mogosoaia,Other,2014-01-23 13:01:04,193.45,1.64,118,,,False,True,,yes,yes
Toplita,Luxury Apartment,2016-10-08 01:17:10,4781.9,72.45,66,,,True,False,,,
Dabuleni,Studio,2014-08-24 13:02:10,406.95,,,,,,,,yes,
Barlad,Luxury Apartment,2013-06-08 22:48:27,3981.85,,,False,False,False,,,yes,no
Prejmer,Studio,2016-04-01 03:56:09,440.85,,,True,,,False,,,
Afumati,Luxury Apartment,2016-04-21 03:45:14,2181.1,,,True,,False,,,no,
Prejmer,Luxury Apartment,2014-05-03 17:11:20,4278.43,23.51,182,,True,,True,yes,no,
Afumati,Luxury Apartment,2014-11-05 20:42:24,2072.67,,,False,True,,,,,
Comanesti,Shared Room,2015-01-12 00:12:38,265.62,,,True,False,True,,yes,no,
Targu Frumos,Apartment,2014-11-21 18:32:20,524.96,6.65,79,,,False,True,,yes,
Strehaia,Shared Room,2017-09-14 19:52:09,282.99,,,False,,,,,,
Campia Turzii,Shared Room,2017-03-30 01:26:12,217.4,,,,,True,False,,,no
Comanesti,Luxury Apartment,2015-02-12 00:35:10,3487.68,,,False,,,False,,,no
Dabuleni,Studio,2017-10-26 19:47:19,474.57,,,,,False,True,,,
Medgidia,Private Room,2016-03-18 17:06:48,320.85,,,,False,True,True,,yes,
Prejmer,Shared Room,2014-08-23 08:33:14,227.79,,,,True,,False,no,yes,
Prejmer,Studio,2013-11-30 19:09:56,402.12,,,False,,True,False,,,
Lupeni,Other,2017-09-02 03:10:45,169.52,,,True,True,False,,yes,,
Calarasi,Other,2013-07-27 12:05:16,137.8,1.18,117,,,,False,no,yes,no
Brad,Apartment,2014-08-10 19:50:17,740.71,7.64,97,True,True,True,True,no,yes,
Targu Frumos,Apartment,2013-09-09 20:29:24,649.7,,,,False,True,False,no,,
Calafat,Studio,2017-08-08 07:00:47,473.61,,,False,False,False,False,no,no,yes
Rosiori de Vede,Luxury Apartment,2015-11-25 20:00:21,2611.2,,,True,True,True,False,yes,yes,
Oradea,Private Room,2013-03-23 05:09:04,332.92,12.8,26,True,False,False,True,,no,
Afumati,Luxury Apartment,2015-07-03 11:29:34,1188.85,,,True,,,,yes,,
Toplita,Shared Room,2015-07-09 02:32:03,263.38,,,,,,,,no,
Iernut,Luxury Apartment,2017-07-26 09:48:00,1368.9,,,False,,False,True,no,,
Calafat,Luxury Apartment,2015-05-20 18:07:49,2266.26,113.31,20,,,,True,,,
Lupeni,Shared Room,2013-02-07 05:51:16,266.44,,,False,False,False,,,,
Calafat,Other,2015-06-06 19:22:25,184.49,,,,False,True,,,,
Rasnov,Apartment,2016-02-22 01:59:33,698.33,7.94,88,,,False,True,,no,
Oradea,Apartment,2015-04-16 06:10:50,913.48,7.61,120,True,True,True,False,no,no,
Calarasi,Private Room,2016-07-10 15:24:55,321.54,,,False,False,,False,,no,
Strehaia,Luxury Apartment,2013-07-18 07:26:22,2409.91,24.1,100,True,,True,,yes,yes,
Campia Turzii,Studio,2013-09-05 18:48:21,422.62,,,,False,True,False,,,
Rosiori de Vede,Luxury Apartment,2016-12-30 22:34:50,3068.96,,,True,False,True,True,no,,
Rasnov,Luxury Apartment,2014-09-08 10:42:15,1327.91,,,True,,True,False,,,no
Rosiori de Vede,Luxury Apartment,2013-12-30 05:04:06,3875.84,44.04,88,True,,,,,no,
Strehaia,Apartment,2017-06-09 04:51:09,990.95,,,False,,False,False,,yes,
Boldesti-Scaeni,Luxury Apartment,2015-04-19 16:56:44,4566.51,,,,True,False,False,,,
Lupeni,Luxury Apartment,2016-10-18 10:51:08,2122.9,inf,0,,False,,True,,yes,
Fetesti-Gara,Apartment,2015-08-29 15:36:05,821.14,6.84,120,True,,True,,no,yes,yes
Targu Frumos,Luxury Apartment,2016-08-30 06:38:29,1249.22,10.96,114,,,True,,,,
Strehaia,Apartment,2017-12-19 10:47:42,638.15,,,False,False,False,False,no,yes,no
Calafat,Other,2017-04-15 03:13:31,146.3,,,False,True,False,False,,,no
Comanesti,Luxury Apartment,2013-02-10 22:13:34,2279.2,23.5,97,,,,False,,yes,yes
Boldesti-Scaeni,Apartment,2016-05-09 12:08:14,623.4,11.76,53,,,False,,,yes,
Oradea,Other,2014-05-25 01:18:28,142.58,0.57,250,False,,True,,,no,
Pancota,Apartment,2015-07-11 14:49:35,953.1,11.77,81,True,False,,,,no,no
Harlau,Luxury Apartment,2014-04-03 06:20:11,3707.82,37.45,99,False,,,,,yes,
Medgidia,Luxury Apartment,2015-09-11 13:50:07,4911.93,58.48,84,,,,False,no,no,no
Oradea,Apartment,2014-11-25 07:12:14,653.98,6.23,105,True,True,False,True,,no,
Brad,Shared Room,2017-08-02 04:34:14,213.34,,,,,False,True,,yes,
Brad,Luxury Apartment,2017-03-17 08:36:24,3947.4,,,,False,False,False,,,
Targu Frumos,Studio,2017-12-07 10:07:32,419.82,,,True,,False,True,,,yes
Comanesti,Studio,2013-09-21 13:41:26,450.6,,,True,,,,,yes,
Sovata,Studio,2014-09-04 09:36:14,467.43,12.98,36,True,,True,False,no,no,
Comanesti,Luxury Apartment,2015-12-02 15:26:20,2852.24,32.78,87,True,True,,,,no,no
Iernut,Apartment,2014-04-03 08:38:50,788.58,7.81,101,False,,True,,,no,
Titu,Apartment,2014-05-14 17:01:34,648.21,,,True,True,False,,,no,no
Calan,Other,2016-04-06 08:47:53,147.32,6.41,23,False,,False,False,,,
Mogosoaia,Luxury Apartment,2017-03-17 03:04:55,4072.36,32.07,127,,True,,False,,,
Harlau,Luxury Apartment,2015-08-14 21:47:57,4824.92,42.32,114,True,,False,True,,no,no
Brad,Apartment,2015-02-17 09:41:49,880.68,,,False,False,,False,no,,
Calarasi,Private Room,2016-08-03 16:40:49,307.8,,,,True,False,,,,
Prejmer,Apartment,2014-08-19 00:30:29,929.4,,,False,True,True,,yes,no,
Harlau,Other,2016-03-25 22:46:53,173.87,2.35,74,True,False,True,False,,yes,
Comanesti,Luxury Apartment,2017-07-16 19:35:25,1971.52,18.43,107,False,,,False,,,
Afumati,Shared Room,2016-07-25 08:27:57,293.13,,,True,True,False,False,yes,,no
Dabuleni,Apartment,2017-03-03 01:31:43,505.45,3.2,158,,,True,,no,no,yes
Pancota,Other,2017-10-15 14:16:32,126.33,,,False,True,,,yes,,
Sovata,Shared Room,2013-01-06 14:35:16,288.46,,,,False,False,True,,no,
Toplita,Apartment,2014-06-20 20:34:27,569.53,37.97,15,False,False,True,,,,
Strehaia,Shared Room,2016-10-09 15:07:32,286.85,,,False,True,,True,,no,no
Modelu,Apartment,2017-09-27 06:43:00,538.28,7.69,70,False,,,,yes,,
Calarasi,Apartment,2015-01-15 23:19:21,582.75,,,False,False,False,,yes,yes,
Barlad,Apartment,2015-01-29 23:43:31,614.88,,,False,,,False,yes,yes,yes
Boldesti-Scaeni,Private Room,2017-02-06 02:20:15,386.15,,,True,True,,,,,
Iernut,Shared Room,2015-10-13 17:50:12,252.72,,,False,True,True,,,,
Mogosoaia,Luxury Apartment,2016-11-12 12:24:08,3656.11,,,,False,,,,no,
Toplita,Luxury Apartment,2017-02-02 14:03:53,2852.1,,,False,True,,,yes,no,
Lupeni,Luxury Apartment,2013-12-19 03:50:50,4368.62,,,True,False,False,False,,no,yes
Medgidia,Luxury Apartment,2015-02-16 10:32:56,2120.4,,,False,,,True,yes,,
Medgidia,Apartment,2016-11-07 19:13:34,667.23,,,True,False,True,,,yes,
Medgidia,Studio,2015-06-17 00:00:16,469.25,,,,False,True,,,no,
Harlau,Apartment,2016-07-18 21:08:10,544.42,,,True,False,True,,no,yes,
Strehaia,Other,2016-10-04 15:14:42,196.92,2.56,77,,False,False,True,yes,,
Barlad,Luxury Apartment,2014-07-07 12:39:16,3193.52,,,,,True,,no,no,no
Lupeni,Private Room,2017-04-18 09:49:04,301.42,,,False,True,,False,yes,no,yes
Calarasi,Luxury Apartment,2014-12-26 03:34:12,1683.23,20.78,81,,False,,True,,,
Pancota,Apartment,2014-07-06 02:56:42,692.5,,,False,True,False,True,,yes,
Titu,Private Room,2017-02-27 10:27:26,384.28,,,,,False,True,,no,
Boldesti-Scaeni,Studio,2017-10-10 16:06:35,420.6,,,True,False,False,,,yes,
Strehaia,Other,2013-08-02 09:21:30,184.33,0.03,5377,,False,,,,yes,
Sovata,Apartment,2013-07-29 13:52:45,893.43,7.84,114,,,True,,,no,
Prejmer,Luxury Apartment,2014-07-10 10:45:03,11325.18,96.8,117,,,True,,,yes,no
Modelu,Luxury Apartment,2014-10-13 07:46:41,1175.57,12.0,98,False,,,False,,yes,
Calarasi,Apartment,2014-10-26 10:52:02,872.0,11.32,77,False,True,True,,yes,no,
Fetesti-Gara,Studio,2016-08-25 12:56:11,440.4,220.2,2,,False,,False,yes,,
Toplita,Apartment,2014-11-06 07:07:17,981.36,,,True,True,True,,,yes,
Strehaia,Luxury Apartment,2015-03-21 08:17:13,1401.59,14.75,95,True,,,True,,no,
Toplita,Apartment,2017-08-24 04:06:31,644.89,,,,False,,True,,yes,
Mogosoaia,Private Room,2015-01-08 11:17:35,359.87,,,,,False,,no,no,
Mogosoaia,Apartment,2017-11-20 05:39:31,937.15,,,True,,,True,,,no
Calan,Shared Room,2017-08-02 11:26:23,261.55,,,,,True,,,yes,
Pancota,Other,2015-01-01 23:47:09,179.41,,,False,,False,False,,yes,
Lupeni,Apartment,2017-10-06 14:39:27,744.21,8.36,89,True,False,False,,,no,
Titu,Luxury Apartment,2016-09-10 08:50:25,2506.0,25.06,100,False,False,False,,,yes,yes
Iernut,Shared Room,2013-12-28 14:55:59,292.28,,,False,,,True,yes,no,
Harlau,Apartment,2015-05-02 07:59:56,836.65,,,True,True,,False,yes,no,
Lupeni,Luxury Apartment,2015-10-05 15:55:45,4043.57,126.36,32,,False,True,True,,yes,
Rosiori de Vede,Luxury Apartment,2014-10-06 09:43:39,2119.43,,,,True,False,True,,no,no
Calarasi,Apartment,2016-05-09 11:01:38,683.75,8.55,80,True,,,False,yes,no,yes
Pancota,Luxury Apartment,2016-10-19 20:25:36,2628.4,,,,,False,,no,yes,
Mogosoaia,Apartment,2013-10-04 21:45:02,813.35,10.17,80,False,,True,False,,no,
Prejmer,Apartment,2013-08-04 01:16:37,972.4,,,False,,,False,no,yes,
Calarasi,Apartment,2015-02-27 20:09:39,510.42,5.1,100,False,,True,True,,yes,
Calan,Luxury Apartment,2014-08-19 00:30:29,1291.25,12.18,106,True,False,,True,,yes,
Toplita,Luxury Apartment,2013-07-27 12:05:16,3498.88,,,False,,,,,,no
Medgidia,Apartment,2014-02-27 20:28:11,754.65,,,True,,False,True,no,yes,yes
Calarasi,Apartment,2013-10-30 09:13:35,867.14,,,True,False,True,,,,
Lupeni,Luxury Apartment,2016-01-29 21:50:49,4113.93,,,,True,,False,no,yes,
Targu Frumos,Luxury Apartment,2016-05-19 08:26:17,2133.82,,,,False,False,False,,yes,
Prejmer,Shared Room,2017-10-24 06:03:28,250.72,,,True,False,False,,,yes,yes
Boldesti-Scaeni,Apartment,2016-06-06 10:25:30,819.1,,,True,True,True,True,no,no,
Dabuleni,Shared Room,2017-07-02 17:26:43,218.8,,,False,,,False,,no,
Afumati,Studio,2015-04-15 23:49:28,400.59,,,,False,True,,,no,
Rosiori de Vede,Studio,2014-04-24 20:45:32,468.29,,,,,,False,,,
Rasnov,Private Room,2016-11-17 23:18:16,359.54,,,,,True,,,,
Rosiori de Vede,Studio,2017-10-13 21:25:41,441.45,,,True,,False,,,yes,
Calan,Other,2015-04-06 18:32:46,160.65,11.48,14,False,False,False,,,,
Campia Turzii,Luxury Apartment,2016-12-30 11:37:17,1900.76,95.04,20,False,,,,,yes,
Pancota,Apartment,2015-10-18 13:01:59,800.13,9.64,83,,,True,,,yes,
